,speaker,date,speak_count,speaker_unique,speak_length
4350,MR PLOSSER,20130619,6,PLOSSER,18268
4351,MR FISHER,20130619,14,FISHER,16465
4352,VICE CHAIRMAN DUDLEY,20130619,16,DUDLEY,13802
4353,MR POTTER,20130619,7,POTTER,18219
4354,MR BULLARD,20130619,14,BULLARD,14836
4355,MS DUKE,20130619,7,DUKE,12679
4356,MR POWELL,20130619,8,POWELL,9887
4357,MS LOGAN,20130619,1,LOGAN,14
4358,MR LAUBACH,20130619,3,LAUBACH,10744
4359,MR GRUBER,20130619,3,GRUBER,13213
4360,MR CAMPBELL,20130619,4,CAMPBELL,14943
4361,MS IHRIG,20130619,1,IHRIG,6180
4362,MR KOCHERLAKOTA,20130619,26,KOCHERLAKOTA,26493
4363,MR WILCOX,20130619,9,WILCOX,1720
4364,MR REIFSCHNEIDER,20130619,2,REIFSCHNEIDER,536
4365,MR KAMIN,20130619,3,KAMIN,737
4366,MS RASKIN,20130619,5,RASKIN,11663
4367,MR STEFANI,20130619,5,STEFANI,8599
4368,MR WILLIAMS,20130619,6,WILLIAMS,11971
4369,MR ENGEN,20130619,5,ENGEN,2162
4370,USMR REIFSCHNEIDER,20130619,1,REIFSCHNEIDER,336
4371,MR ROSENGREN,20130619,6,ROSENGREN,10433
4372,MR LOCKHART,20130619,2,LOCKHART,5676
4373,MR EVANS,20130619,3,EVANS,13078
4374,MS GEORGE,20130619,3,GEORGE,7101
4375,MS YELLEN,20130619,7,YELLEN,17102
4376,MR TARULLO,20130619,6,TARULLO,16893
4377,MR STEIN,20130619,5,STEIN,11886
4378,MR ENGLISH,20130619,1,ENGLISH,7311
4379,MR LUECKE,20130619,2,LUECKE,482
4380,CHAIRMAN BERNANKE,20130731,146,BERNANKE,37728
4381,MS DUKE,20130731,12,DUKE,12344
4382,MR POTTER,20130731,26,POTTER,23464
4383,MS REMACHE,20130731,1,REMACHE,5685
4384,VICE CHAIRMAN DUDLEY,20130731,30,DUDLEY,20256
4385,MR KOCHERLAKOTA,20130731,11,KOCHERLAKOTA,18489
4386,MR LACKER,20130731,18,LACKER,18421
4387,MR PLOSSER,20130731,14,PLOSSER,15675
4388,FOMCMR PLOSSER,20130731,1,PLOSSER,55
4389,MR FISHER,20130731,34,FISHER,21962
4390,MR STEIN,20130731,8,STEIN,14579
4391,MR TARULLO,20130731,9,TARULLO,13631
4392,MR EVANS,20130731,23,EVANS,19253
4393,MS YELLEN,20130731,9,YELLEN,15208
4394,MR WILCOX,20130731,16,WILCOX,17159
4395,MR KAMIN,20130731,3,KAMIN,10429
4396,MR LOCKHART,20130731,3,LOCKHART,11768
4397,MR BULLARD,20130731,7,BULLARD,17356
4398,MR ROSENGREN,20130731,3,ROSENGREN,8281
4399,MS PIANALTO,20130731,2,PIANALTO,7445
4400,MS GEORGE,20130731,2,GEORGE,7039
4401,MR WILLIAMS,20130731,8,WILLIAMS,14217
4402,MS RASKIN,20130731,3,RASKIN,12315
4403,MR POWELL,20130731,3,POWELL,9404
4404,MR ENGLISH,20130731,14,ENGLISH,13038
4405,ECIMR WASCHER,20130731,1,WASCHER,361
4406,MR WASCHER,20130731,1,WASCHER,4
4407,CHAIRMAN BERNANKE,20130731,1,BERNANKE,37728
4408,NBERMR TARULLO,20130731,1,TARULLO,51
4409,MS DANKER,20130731,5,DANKER,1095
4410,MS DANKERC,20130731,1,DANKERC,245
4411,CHAIRMAN BERNANKE,20130918,110,BERNANKE,40561
4412,MR FISHER,20130918,36,FISHER,23180
4413,MR ROSENBLUM,20130918,1,ROSENBLUM,313
4414,MR POTTER,20130918,29,POTTER,24054
4415,MR BURKE,20130918,4,BURKE,7702
4416,MR LACKER,20130918,13,LACKER,15040
4417,MR EVANS,20130918,24,EVANS,19032
4418,MR STEIN,20130918,9,STEIN,17911
4419,VICE CHAIRMAN DUDLEY,20130918,14,DUDLEY,14976
4420,MR KOCHERLAKOTA,20130918,26,KOCHERLAKOTA,29642
4421,MR BULLARD,20130918,24,BULLARD,11796
4422,MR WILCOX,20130918,6,WILCOX,14148
4423,MR KAMIN,20130918,7,KAMIN,10929
4424,MR KILEY,20130918,7,KILEY,14434
4425,MR GUST,20130918,1,GUST,5709
4426,MS YELLEN,20130918,13,YELLEN,21179
4427,MR LOCKHART,20130918,5,LOCKHART,10529
4428,MR TARULLO,20130918,11,TARULLO,19309
4429,MR WILLIAMS,20130918,8,WILLIAMS,15300
4430,MR WASCHER,20130918,4,WASCHER,1375
4431,MR RUDD,20130918,2,RUDD,455
4432,MR ROSENGREN,20130918,5,ROSENGREN,12897
4433,MS GEORGE,20130918,3,GEORGE,9712
4434,MR PLOSSER,20130918,2,PLOSSER,16429
4435,MS PIANALTO,20130918,3,PIANALTO,7297
4436,MR POWELL,20130918,3,POWELL,14803
4437,MR MEYER,20130918,1,MEYER,11050
4438,MR LAUBACH,20130918,1,LAUBACH,332
4439,CCHAIRMAN BERNANKE,20130918,1,BERNANKE,26
4440,MS DANKER,20130918,1,DANKER,424
4441,CHAIRMAN BERNANKE,20131030,111,BERNANKE,41249
4442,MR ROSENGREN,20131030,4,ROSENGREN,14625
4443,MR BULLARD,20131030,9,BULLARD,27466
4444,MS DANKER,20131030,2,DANKER,359
4445,MR POTTER,20131030,15,POTTER,19265
4446,MR FISHER,20131030,22,FISHER,24462
4447,MR KAMIN,20131030,3,KAMIN,6521
4448,MR KOCHERLAKOTA,20131030,15,KOCHERLAKOTA,24647
4449,MR LACKER,20131030,13,LACKER,19775
4450,MR PLOSSER,20131030,6,PLOSSER,23143
4451,MR LEBOW,20131030,4,LEBOW,10176
4452,MR WASCHER,20131030,1,WASCHER,990
4453,MR WILLIAMS,20131030,9,WILLIAMS,17827
4454,MR ENGLISH,20131030,5,ENGLISH,10064
4455,MR CLOUSE,20131030,3,CLOUSE,8759
4456,MR LOCKHART,20131030,5,LOCKHART,15197
4457,MS PIANALTO,20131030,3,PIANALTO,14315
4458,MR EVANS,20131030,21,EVANS,22687
4459,MS GEORGE,20131030,3,GEORGE,13233
4460,VICE CHAIRMAN DUDLEY,20131030,9,DUDLEY,15652
4461,MS YELLEN,20131030,3,YELLEN,16639
4462,MR TARULLO,20131030,10,TARULLO,22070
4463,MR STEIN,20131030,5,STEIN,16863
4464,MR POWELL,20131030,3,POWELL,17114
4465,MR TETLOW,20131030,1,TETLOW,5515
4466,CHAIRMAN BERNANKE,20131218,118,BERNANKE,33805
4467,MR SNIDERMAN,20131218,1,SNIDERMAN,226
4468,MR PLOSSER,20131218,26,PLOSSER,21953
4469,MR POTTER,20131218,34,POTTER,19150
4470,MS LOGAN,20131218,4,LOGAN,7469
4471,VICE CHAIRMAN DUDLEY,20131218,28,DUDLEY,19658
4472,MR LACKER,20131218,32,LACKER,12057
4473,MR FISHER,20131218,19,FISHER,19989
4474,MR KOCHERLAKOTA,20131218,19,KOCHERLAKOTA,24258
4475,MS YELLEN,20131218,5,YELLEN,13786
4476,MR LUECKE,20131218,6,LUECKE,1397
4477,MS TEVLIN,20131218,9,TEVLIN,14030
4478,MR REEVE,20131218,3,REEVE,12051
4479,MS LIANG,20131218,15,LIANG,19572
4480,MS WEINBACH,20131218,4,WEINBACH,6197
4481,MR EVANS,20131218,25,EVANS,23495
4482,MR ENGLISH,20131218,11,ENGLISH,12901
4483,MR TARULLO,20131218,5,TARULLO,15759
4484,MR ROSENGREN,20131218,4,ROSENGREN,8946
4485,MR LAUBACH,20131218,1,LAUBACH,9
4486,MR BULLARD,20131218,12,BULLARD,14391
4487,MR WILCOX,20131218,7,WILCOX,2033
4488,MR LOCKHART,20131218,2,LOCKHART,6778
4489,MR WILLIAMS,20131218,2,WILLIAMS,12058
4490,MS PIANALTO,20131218,2,PIANALTO,5883
4491,MS GEORGE,20131218,2,GEORGE,7893
4492,MR STEIN,20131218,4,STEIN,13046
4493,MR POWELL,20131218,2,POWELL,9436
4494,BVICE CHAIRMAN DUDLEY,20131218,2,DUDLEY,126
4495,BMR PLOSSER,20131218,1,PLOSSER,141
4496,MR LUECKEC,20131218,1,LUECKEC,209
4497,VICE CHAIRMAN DUDLEY,20140129,24,DUDLEY,17401
4498,CHAIRMAN BERNANKE,20140129,117,BERNANKE,25346
4499,MR TARULLO,20140129,16,TARULLO,15613
4500,MR STEIN,20140129,6,STEIN,10171
4501,MR POWELL,20140129,5,POWELL,11552
4502,MR LACKER,20140129,16,LACKER,10444
4503,MR LUECKE,20140129,3,LUECKE,899
4504,MR POTTER,20140129,23,POTTER,32929
4505,MS YELLEN,20140129,6,YELLEN,9289
4506,MR PLOSSER,20140129,13,PLOSSER,20204
4507,MR KOCHERLAKOTA,20140129,9,KOCHERLAKOTA,18137
4508,MR ROSENGREN,20140129,3,ROSENGREN,6571
4509,MR FISHER,20140129,27,FISHER,23718
4510,MR LOCKHART,20140129,3,LOCKHART,7637
4511,MR WILCOX,20140129,17,WILCOX,16879
4512,MR KAMIN,20140129,8,KAMIN,12089
4513,MR WASCHER,20140129,3,WASCHER,2448
4514,MR RUDD,20140129,1,RUDD,419
4515,MR EVANS,20140129,6,EVANS,16075
4516,MR BULLARD,20140129,6,BULLARD,14490
4517,MR KILEY,20140129,2,KILEY,827
4518,MR WILLIAMS,20140129,2,WILLIAMS,10787
4519,MS PIANALTO,20140129,3,PIANALTO,6078
4520,MS GEORGE,20140129,2,GEORGE,6290
4521,MR ENGLISH,20140129,3,ENGLISH,8741
4522,PRESIDENT ROSENGREN,20140129,1,ROSENGREN,11
4523,MS LOGAN,20140129,2,LOGAN,1774
4524,CHAIR YELLEN,20140319,71,YELLEN,17137
4525,MR POTTER,20140319,22,POTTER,22820
4526,MR ROSENGREN,20140319,6,ROSENGREN,9237
4527,MR TARULLO,20140319,15,TARULLO,15878
4528,MR PLOSSER,20140319,8,PLOSSER,15357
4529,MR FISHER,20140319,19,FISHER,16876
4530,MS LIPSCOMB,20140319,2,LIPSCOMB,5962
4531,MR ENGLISH,20140319,8,ENGLISH,14797
4532,MR KOCHERLAKOTA,20140319,15,KOCHERLAKOTA,14343
4533,MR EVANS,20140319,13,EVANS,12946
4534,MR WILCOX,20140319,13,WILCOX,11794
4535,MR RUDD,20140319,1,RUDD,169
4536,VICE CHAIRMAN DUDLEY,20140319,15,DUDLEY,16741
4537,MR KAMIN,20140319,5,KAMIN,15873
4538,MR WASCHER,20140319,3,WASCHER,1251
4539,MR WILLIAMS,20140319,11,WILLIAMS,10474
4540,MR LOCKHART,20140319,3,LOCKHART,6863
4541,MS PIANALTO,20140319,2,PIANALTO,5764
4542,MR LACKER,20140319,9,LACKER,13755
4543,MR BULLARD,20140319,2,BULLARD,15844
4544,MS GEORGE,20140319,2,GEORGE,7262
4545,MR STEIN,20140319,4,STEIN,11458
4546,MR POWELL,20140319,3,POWELL,13543
4547,MR LUECKE,20140319,1,LUECKE,433
4548,CHAIR YELLEN,20140430,116,YELLEN,25718
4549,VICE CHAIRMAN DUDLEY,20140430,43,DUDLEY,34987
4550,MR TARULLO,20140430,13,TARULLO,18586
4551,MS IHRIG,20140430,6,IHRIG,9765
4552,MR FROST,20140430,10,FROST,9141
4553,MR NATALUCCI,20140430,3,NATALUCCI,5522
4554,MR MARTIN,20140430,19,MARTIN,13912
4555,MR ROSENGREN,20140430,24,ROSENGREN,20176
4556,MR ENGLISH,20140430,43,ENGLISH,21333
4557,MR POTTER,20140430,95,POTTER,40103
4558,MR FISHER,20140430,35,FISHER,17657
4559,MR BULLARD,20140430,20,BULLARD,21224
4560,MR STEIN,20140430,11,STEIN,18289
4561,MR KAMIN,20140430,3,KAMIN,9431
4562,MR EVANS,20140430,20,EVANS,13072
4563,MR KOCHERLAKOTA,20140430,24,KOCHERLAKOTA,25896
4564,MR LACKER,20140430,59,LACKER,30593
4565,RRPMR POTTER,20140430,1,POTTER,37
4566,MR PLOSSER,20140430,11,PLOSSER,23515
4567,MR WILLIAMS,20140430,3,WILLIAMS,10736
4568,MR LOCKHART,20140430,8,LOCKHART,10598
4569,MS PIANALTO,20140430,5,PIANALTO,9141
4570,MS GEORGE,20140430,6,GEORGE,8658
4571,MR POWELL,20140430,10,POWELL,13538
4572,MS LOGAN,20140430,2,LOGAN,110
4573,MR WASCHER,20140430,6,WASCHER,10921
4574,MR COVITZ,20140430,15,COVITZ,12471
4575,MS LIANG,20140430,6,LIANG,3621
4576,MR LUECKE,20140430,1,LUECKE,335
4577,CHAIR YELLEN,20140618,114,YELLEN,30097
4578,MR FISCHER,20140618,20,FISCHER,19957
4579,MS LOGAN,20140618,7,LOGAN,11734
4580,MR POTTER,20140618,68,POTTER,35844
4581,MR LOCKHART,20140618,6,LOCKHART,9740
4582,MR LACKER,20140618,37,LACKER,23682
4583,MR KOCHERLAKOTA,20140618,27,KOCHERLAKOTA,29845
4584,MR EVANS,20140618,27,EVANS,20603
4585,MR FISHER,20140618,25,FISHER,22743
4586,MR ENGLISH,20140618,32,ENGLISH,20153
4587,MR NATALUCCI,20140618,8,NATALUCCI,13279
4588,MR ROSENGREN,20140618,8,ROSENGREN,16904
4589,RRPMR ROSENGREN,20140618,1,ROSENGREN,125
4590,MR BULLARD,20140618,24,BULLARD,28536
4591,MR PLOSSER,20140618,11,PLOSSER,26708
4592,MS WEINBACH,20140618,2,WEINBACH,10041
4593,MS LEONARD,20140618,6,LEONARD,7388
4594,MR TARULLO,20140618,13,TARULLO,19879
4595,VICE CHAIRMAN DUDLEY,20140618,33,DUDLEY,26543
4596,MR POWELL,20140618,6,POWELL,21284
4597,IOERMR LACKER,20140618,1,LACKER,142
4598,MR ALVAREZ,20140618,2,ALVAREZ,953
4599,MR KAMIN,20140618,3,KAMIN,728
4600,MR WILLIAMS,20140618,8,WILLIAMS,24151
4601,MS GEORGE,20140618,7,GEORGE,9917
4602,MBSCHAIR YELLEN,20140618,1,YELLEN,10
4603,MS MESTER,20140618,5,MESTER,16903
4604,MS BRAINARD,20140618,2,BRAINARD,1817
4605,MR RUDD,20140618,32,RUDD,23323
4606,MS WILSON,20140618,1,WILSON,10532
4607,MS WEI,20140618,1,WEI,7233
4608,PCEMR LACKER,20140618,1,LACKER,462
4609,MR WILCOX,20140618,9,WILCOX,3286
4610,PCEMR FISCHER,20140618,1,FISCHER,19
4611,FOMCCHAIR YELLEN,20140618,1,YELLEN,18
4612,MR LUECKE,20140618,1,LUECKE,334
4613,CHAIR YELLEN,20140730,136,YELLEN,43565
4614,MR FISHER,20140730,30,FISHER,24323
4615,MR FISCHER,20140730,26,FISCHER,26982
4616,MR POTTER,20140730,56,POTTER,38561
4617,MR ROSENGREN,20140730,13,ROSENGREN,14996
4618,MS LOGAN,20140730,1,LOGAN,42
4619,MR POWELL,20140730,6,POWELL,17283
4620,MR ENGLISH,20140730,32,ENGLISH,21663
4621,MS GEORGE,20140730,5,GEORGE,10000
4622,MR LACKER,20140730,21,LACKER,24255
4623,MS WEINBACH,20140730,3,WEINBACH,8702
4624,MR MEYER,20140730,9,MEYER,5363
4625,MR LOCKHART,20140730,14,LOCKHART,14891
4626,VICE CHAIRMAN DUDLEY,20140730,29,DUDLEY,33531
4627,MR KOCHERLAKOTA,20140730,28,KOCHERLAKOTA,28430
4628,MR TARULLO,20140730,7,TARULLO,23653
4629,MS MESTER,20140730,5,MESTER,17425
4630,MR PLOSSER,20140730,8,PLOSSER,20075
4631,MR DUDLEY,20140730,1,DUDLEY,65
4632,MR EVANS,20140730,30,EVANS,20998
4633,MR BULLARD,20140730,15,BULLARD,20431
4634,MR WILLIAMS,20140730,3,WILLIAMS,16831
4635,MS BRAINARD,20140730,3,BRAINARD,14265
4636,MR WILCOX,20140730,38,WILCOX,30525
4637,MR KAMIN,20140730,1,KAMIN,7708
4638,MR BOWMAN,20140730,1,BOWMAN,8752
4639,MR WASCHER,20140730,3,WASCHER,1518
4640,DEDOCHAIR YELLEN,20140730,1,YELLEN,85
4641,MR LAUBACH,20140730,1,LAUBACH,1023
4642,MR LUECKE,20140730,2,LUECKE,383
4643,CHAIR YELLEN,20140917,112,YELLEN,28217
4644,MR FISCHER,20140917,23,FISCHER,17417
4645,MR POTTER,20140917,40,POTTER,22405
4646,MS LOGAN,20140917,6,LOGAN,13400
4647,MR FISHER,20140917,20,FISHER,18390
4648,MR POWELL,20140917,16,POWELL,9513
4649,MR KOCHERLAKOTA,20140917,24,KOCHERLAKOTA,20060
4650,MR BULLARD,20140917,15,BULLARD,17680
4651,VICE CHAIRMAN DUDLEY,20140917,37,DUDLEY,22564
4652,MR WILLIAMS,20140917,13,WILLIAMS,18007
4653,MR KAMIN,20140917,19,KAMIN,16473
4654,MR LACKER,20140917,18,LACKER,20198
4655,MR ENGLISH,20140917,26,ENGLISH,19454
4656,RRPVICE CHAIRMAN DUDLEY,20140917,1,DUDLEY,185
4657,MR TARULLO,20140917,10,TARULLO,15303
4658,MR FISCHER MPCMR KOCHERLAKOTA,20140917,1,KOCHERLAKOTA,7
4659,MS MESTER,20140917,7,MESTER,14974
4660,MR PLOSSER,20140917,10,PLOSSER,14855
4661,MR WILCOX,20140917,15,WILCOX,13664
4662,MS DEBOER,20140917,2,DEBOER,7072
4663,MR EVANS,20140917,10,EVANS,11208
4664,MR ENGEN,20140917,1,ENGEN,876
4665,US LSAP,20140917,1,LSAP,209
4666,MR ROSENGREN,20140917,2,ROSENGREN,6032
4667,MR LOCKHART,20140917,5,LOCKHART,6047
4668,MS GEORGE,20140917,2,GEORGE,4868
4669,MS BRAINARD,20140917,6,BRAINARD,11462
4670,SEPMR POTTER,20140917,1,POTTER,504
4671,MR LUECKE,20140917,1,LUECKE,554
4672,CHAIR YELLEN,20141029,109,YELLEN,31206
4673,MR FISCHER,20141029,20,FISCHER,21564
4674,MS LOGAN,20141029,10,LOGAN,20015
4675,MR POTTER,20141029,41,POTTER,21163
4676,MR WILLIAMS,20141029,13,WILLIAMS,18652
4677,VICE CHAIRMAN DUDLEY,20141029,37,DUDLEY,21798
4678,MR EVANS,20141029,11,EVANS,18097
4679,MR ENGLISH,20141029,18,ENGLISH,16293
4680,MR KOCHERLAKOTA,20141029,13,KOCHERLAKOTA,21481
4681,MR FISHER,20141029,22,FISHER,20292
4682,MR BULLARD,20141029,7,BULLARD,19822
4683,MR LACKER,20141029,24,LACKER,19377
4684,MR ROSENGREN,20141029,7,ROSENGREN,9959
4685,MR FROST,20141029,1,FROST,318
4686,MR POWELL,20141029,6,POWELL,9838
4687,MR NATALUCCI,20141029,13,NATALUCCI,11763
4688,MS MESTER,20141029,6,MESTER,15816
4689,RRPMR ENGLISH,20141029,1,ENGLISH,672
4690,MR TARULLO,20141029,12,TARULLO,24888
4691,MR LOCKHART,20141029,8,LOCKHART,11674
4692,MR PLOSSER,20141029,6,PLOSSER,14415
4693,MR ENGEN,20141029,6,ENGEN,10333
4694,MR KAMIN,20141029,15,KAMIN,14197
4695,MS LIANG,20141029,5,LIANG,12246
4696,MR ERCEG,20141029,2,ERCEG,302
4697,MR GRUBER,20141029,1,GRUBER,22
4698,MS GEORGE,20141029,4,GEORGE,8246
4699,MS BRAINARD,20141029,3,BRAINARD,14166
4700,MR LUECKE,20141029,1,LUECKE,325
4701,MR TETLOW,20141029,3,TETLOW,8650
4702,CHAIR YELLEN,20141217,69,YELLEN,23869
4703,MR FISCHER,20141217,15,FISCHER,12633
4704,MR POTTER,20141217,35,POTTER,23766
4705,MR FISHER,20141217,28,FISHER,25648
4706,MR KOCHERLAKOTA,20141217,18,KOCHERLAKOTA,18254
4707,MR BULLARD,20141217,17,BULLARD,21623
4708,MR EVANS,20141217,16,EVANS,12692
4709,MR ENGLISH,20141217,13,ENGLISH,14188
4710,MS LOGAN,20141217,4,LOGAN,10345
4711,MS MESTER,20141217,7,MESTER,13585
4712,MR TARULLO,20141217,8,TARULLO,13828
4713,SEPCHAIR YELLEN,20141217,1,YELLEN,176
4714,MR STEVENS,20141217,3,STEVENS,13285
4715,MR ERCEG,20141217,10,ERCEG,17644
4716,MS KLEE,20141217,1,KLEE,7054
4717,VICE CHAIRMAN DUDLEY,20141217,12,DUDLEY,17855
4718,MR KAMIN,20141217,6,KAMIN,1972
4719,GDPMR BULLARD,20141217,1,BULLARD,542
4720,MR LOCKHART,20141217,3,LOCKHART,9731
4721,MR LACKER,20141217,4,LACKER,14404
4722,MR ROSENGREN,20141217,3,ROSENGREN,8474
4723,MR WILLIAMS,20141217,4,WILLIAMS,16211
4724,MR PLOSSER,20141217,2,PLOSSER,15407
4725,MS GEORGE,20141217,2,GEORGE,6165
4726,MR POWELL,20141217,2,POWELL,11239
4727,MS BRAINARD,20141217,2,BRAINARD,9968
4728,MR WILCOX,20141217,4,WILCOX,2075
4729,MR LUECKE,20141217,1,LUECKE,405
4730,CHAIR YELLEN,20150128,209,YELLEN,56656
4731,MR PLOSSER,20150128,17,PLOSSER,23882
4732,MR FISHER,20150128,37,FISHER,35127
4733,MR FISCHER,20150128,44,FISCHER,24900
4734,MR TARULLO,20150128,30,TARULLO,28831
4735,MR POWELL,20150128,13,POWELL,15959
4736,MR LUECKE,20150128,4,LUECKE,1322
4737,VICE CHAIRMAN DUDLEY,20150128,36,DUDLEY,27015
4738,MR POTTER,20150128,54,POTTER,35838
4739,MR LACKER,20150128,75,LACKER,35003
4740,MR KOCHERLAKOTA,20150128,38,KOCHERLAKOTA,30593
4741,MR BULLARD,20150128,21,BULLARD,25644
4742,MR ENGLISH,20150128,8,ENGLISH,2411
4743,SEPMR ENGLISH,20150128,1,ENGLISH,42
4744,MS MESTER,20150128,8,MESTER,17349
4745,MR EVANS,20150128,26,EVANS,26772
4746,MR WILLIAMS,20150128,19,WILLIAMS,24622
4747,MS BRAINARD,20150128,12,BRAINARD,21614
4748,MR LAUBACH,20150128,9,LAUBACH,14637
4749,MS LOGAN,20150128,15,LOGAN,15691
4750,MR ROSENGREN,20150128,14,ROSENGREN,17959
4751,MR CLOUSE,20150128,13,CLOUSE,17082
4752,MR LOCKHART,20150128,5,LOCKHART,11952
4753,MS GEORGE,20150128,7,GEORGE,10816
4754,MR KAMIN,20150128,10,KAMIN,11927
4755,MR WILCOX,20150128,30,WILCOX,17101
4756,MR KILEY,20150128,4,KILEY,12796
4757,MR WASCHER,20150128,3,WASCHER,1003
4758,MR RUDD,20150128,1,RUDD,3
4759,MS LIANG,20150128,3,LIANG,1457
4760,MR FROST,20150128,2,FROST,4253
4761,MR REIFSCHNEIDER,20150128,6,REIFSCHNEIDER,2773
4762,CHAIR YELLEN,20150318,131,YELLEN,29801
4763,MR FISCHER,20150318,22,FISCHER,18075
4764,MR POTTER,20150318,26,POTTER,14951
4765,MR KOCHERLAKOTA,20150318,22,KOCHERLAKOTA,18772
4766,MR EVANS,20150318,21,EVANS,17490
4767,MS LOGAN,20150318,10,LOGAN,15220
4768,MR LACKER,20150318,28,LACKER,14861
4769,MR ROSENGREN,20150318,6,ROSENGREN,15576
4770,RRPMS LOGAN,20150318,1,LOGAN,188
4771,MR POWELL,20150318,14,POWELL,13051
4772,VICE CHAIRMAN DUDLEY,20150318,24,DUDLEY,16335
4773,MS BRAINARD,20150318,12,BRAINARD,17162
4774,RRPCHAIR YELLEN,20150318,1,YELLEN,408
4775,MS IHRIG,20150318,4,IHRIG,8158
4776,MR MARTIN,20150318,2,MARTIN,7914
4777,MS MESTER,20150318,5,MESTER,14469
4778,MR LOCKHART,20150318,4,LOCKHART,12778
4779,MR TARULLO,20150318,17,TARULLO,23991
4780,MR PRICHARD,20150318,3,PRICHARD,7431
4781,MS HOLCOMB,20150318,4,HOLCOMB,13364
4782,MR WILLIAMS,20150318,13,WILLIAMS,18835
4783,MS GEORGE,20150318,3,GEORGE,6978
4784,MR BULLARD,20150318,8,BULLARD,10855
4785,MR LAUBACH,20150318,19,LAUBACH,17071
4786,MR LUECKE,20150318,2,LUECKE,369
4787,MR KAMIN,20150318,16,KAMIN,18313
4788,MR WILCOX,20150318,10,WILCOX,14550
4789,MR KIM,20150318,1,KIM,8156
4790,MR WASCHER,20150318,4,WASCHER,469
4791,GDPMR EVANS,20150318,1,EVANS,102
4792,VARIOUS PARTICIPANTS,20150318,1,PARTICIPANTS,5
4793,CHAIR YELLEN,20150429,124,YELLEN,30305
4794,MR FISCHER,20150429,6,FISCHER,14223
4795,MR POTTER,20150429,20,POTTER,18908
4796,MS LOGAN,20150429,4,LOGAN,12437
4797,MR POWELL,20150429,8,POWELL,11084
4798,MR BULLARD,20150429,11,BULLARD,22562
4799,MR LACKER,20150429,22,LACKER,16538
4800,VICE CHAIRMAN DUDLEY,20150429,30,DUDLEY,18012
4801,MS MEADE,20150429,6,MEADE,7217
4802,MR LOCKHART,20150429,6,LOCKHART,10802
4803,MR ROSENGREN,20150429,13,ROSENGREN,15931
4804,MR ALVAREZ,20150429,2,ALVAREZ,622
4805,MS GEORGE,20150429,6,GEORGE,8518
4806,MR TARULLO,20150429,13,TARULLO,22530
4807,MS BRAINARD,20150429,4,BRAINARD,13516
4808,MR EVANS,20150429,28,EVANS,15784
4809,MR WILLIAMS,20150429,18,WILLIAMS,21514
4810,MS MESTER,20150429,10,MESTER,13115
4811,MR PRICHARD,20150429,3,PRICHARD,8096
4812,MS HOLCOMB,20150429,3,HOLCOMB,9881
4813,MR KOCHERLAKOTA,20150429,12,KOCHERLAKOTA,23021
4814,MR WASCHER,20150429,15,WASCHER,15903
4815,MR KAMIN,20150429,3,KAMIN,10421
4816,MR GALLIN,20150429,1,GALLIN,8989
4817,GDPMR BULLARD,20150429,1,BULLARD,9
4818,MR ENGEN,20150429,1,ENGEN,303
4819,MR LAUBACH,20150429,13,LAUBACH,18058
4820,MR LUECKE,20150429,1,LUECKE,492
4821,CHAIR YELLEN,20150617,76,YELLEN,33233
4822,MR FISCHER,20150617,15,FISCHER,14104
4823,MR POTTER,20150617,41,POTTER,30847
4824,MR ROSENGREN,20150617,7,ROSENGREN,10211
4825,VICE CHAIRMAN DUDLEY,20150617,23,DUDLEY,16146
4826,MR WILLIAMS,20150617,26,WILLIAMS,19668
4827,MR POWELL,20150617,3,POWELL,11985
4828,MR LACKER,20150617,22,LACKER,19724
4829,MR KOCHERLAKOTA,20150617,13,KOCHERLAKOTA,21258
4830,MS GEORGE,20150617,4,GEORGE,8868
4831,MS BRAINARD,20150617,13,BRAINARD,11188
4832,MR FOLLETTE,20150617,6,FOLLETTE,12990
4833,MS WILSON,20150617,6,WILSON,13106
4834,MR TETLOW,20150617,1,TETLOW,11603
4835,MR WILCOX,20150617,5,WILCOX,3077
4836,MR KAMIN,20150617,1,KAMIN,627
4837,MS MESTER,20150617,3,MESTER,15667
4838,MR LOCKHART,20150617,2,LOCKHART,7235
4839,MR PRICHARD,20150617,5,PRICHARD,7197
4840,MS HOLCOMB,20150617,2,HOLCOMB,11363
4841,MR EVANS,20150617,2,EVANS,11933
4842,MR BULLARD,20150617,4,BULLARD,12277
4843,MR LAUBACH,20150617,13,LAUBACH,18617
4844,MR TARULLO,20150617,2,TARULLO,13340
4845,MR LUECKE,20150617,1,LUECKE,202
4846,CHAIR YELLEN,20150729,122,YELLEN,29665
4847,MR HARKER,20150729,4,HARKER,7786
4848,MR FISCHER,20150729,20,FISCHER,24430
4849,MR POTTER,20150729,24,POTTER,16325
4850,MS LOGAN,20150729,2,LOGAN,15652
4851,MR BULLARD,20150729,5,BULLARD,15447
4852,MR EVANS,20150729,17,EVANS,14318
4853,MR KOCHERLAKOTA,20150729,32,KOCHERLAKOTA,28540
4854,MR CLOUSE,20150729,2,CLOUSE,4531
4855,MR TARULLO,20150729,18,TARULLO,34419
4856,VICE CHAIRMAN DUDLEY,20150729,27,DUDLEY,24008
4857,MS KLEE,20150729,1,KLEE,5471
4858,MS REMACHE,20150729,8,REMACHE,9155
4859,MR WILLIAMS,20150729,15,WILLIAMS,21769
