,speaker,date,speak_count,speaker_unique,speak_length
4860,MR ROSENGREN,20150729,10,ROSENGREN,18355
4861,MS BRAINARD,20150729,10,BRAINARD,18714
4862,MR LACKER,20150729,17,LACKER,13917
4863,MR LAUBACH,20150729,12,LAUBACH,15086
4864,MR LOCKHART,20150729,6,LOCKHART,11535
4865,MS MESTER,20150729,6,MESTER,23619
4866,MR WILCOX,20150729,6,WILCOX,9651
4867,MS GEORGE,20150729,3,GEORGE,6278
4868,MS HOLCOMB,20150729,3,HOLCOMB,10201
4869,MR POWELL,20150729,4,POWELL,14801
4870,MR CLARK,20150729,2,CLARK,6682
4871,MS MEADE,20150729,1,MEADE,37
4872,MR KAMIN,20150729,2,KAMIN,12305
4873,MS LIANG,20150729,12,LIANG,17453
4874,MR WASCHER,20150729,1,WASCHER,1407
4875,MR LUECKE,20150729,1,LUECKE,347
4876,CHAIR YELLEN,20150917,92,YELLEN,27251
4877,MR KAPLAN,20150917,4,KAPLAN,11860
4878,MR FISCHER,20150917,9,FISCHER,24783
4879,MR POTTER,20150917,32,POTTER,23919
4880,MS LOGAN,20150917,2,LOGAN,10656
4881,MR BULLARD,20150917,21,BULLARD,19112
4882,MR EVANS,20150917,17,EVANS,15766
4883,MR WILLIAMS,20150917,11,WILLIAMS,22194
4884,VICE CHAIRMAN DUDLEY,20150917,16,DUDLEY,15800
4885,MR ROSENGREN,20150917,8,ROSENGREN,11330
4886,MR KOCHERLAKOTA,20150917,19,KOCHERLAKOTA,22695
4887,MR KAMIN,20150917,3,KAMIN,10510
4888,MS KLEE,20150917,6,KLEE,6123
4889,MR ERCEG,20150917,8,ERCEG,7416
4890,MR LAUBACH,20150917,4,LAUBACH,13021
4891,MR LACKER,20150917,12,LACKER,19572
4892,MR WILCOX,20150917,8,WILCOX,13347
4893,MS MESTER,20150917,3,MESTER,17370
4894,MS GEORGE,20150917,3,GEORGE,7416
4895,MR TARULLO,20150917,8,TARULLO,25495
4896,MR POWELL,20150917,3,POWELL,12924
4897,MS BRAINARD,20150917,3,BRAINARD,16432
4898,MR COVAS,20150917,1,COVAS,7492
4899,MR REIFSCHNEIDER,20150917,1,REIFSCHNEIDER,14
4900,MR LOCKHART,20150917,4,LOCKHART,8535
4901,MR HARKER,20150917,3,HARKER,7205
4902,MR LUECKE,20150917,1,LUECKE,316
4903,CHAIR YELLEN,20151028,145,YELLEN,33301
4904,MR KOCHERLAKOTA,20151028,28,KOCHERLAKOTA,35934
4905,MR FISCHER,20151028,20,FISCHER,21558
4906,MR GUST,20151028,1,GUST,4297
4907,MR YI,20151028,3,YI,10349
4908,MR TAMBALOTTI,20151028,7,TAMBALOTTI,20012
4909,MR LACKER,20151028,13,LACKER,12872
4910,MR EVANS,20151028,26,EVANS,25283
4911,MR BULLARD,20151028,10,BULLARD,27567
4912,VICE CHAIRMAN DUDLEY,20151028,34,DUDLEY,28744
4913,MR LAUBACH,20151028,13,LAUBACH,18037
4914,MR WILLIAMS,20151028,23,WILLIAMS,23610
4915,MR TARULLO,20151028,21,TARULLO,19674
4916,MR LOCKHART,20151028,15,LOCKHART,11267
4917,MS MESTER,20151028,11,MESTER,25994
4918,MR ROSENGREN,20151028,7,ROSENGREN,12479
4919,MR HARKER,20151028,4,HARKER,7339
4920,MR POWELL,20151028,4,POWELL,13525
4921,MS BRAINARD,20151028,7,BRAINARD,21818
4922,MR KAPLAN,20151028,7,KAPLAN,18028
4923,MS LOGAN,20151028,3,LOGAN,18584
4924,RRPMR TARULLO,20151028,1,TARULLO,166
4925,MR POTTER,20151028,4,POTTER,436
4926,MS IHRIG,20151028,1,IHRIG,3792
4927,MR LEBOW,20151028,5,LEBOW,11786
4928,MR KAMIN,20151028,4,KAMIN,9393
4929,MR LEHNERT,20151028,12,LEHNERT,14471
4930,MR DUDLEY,20151028,1,DUDLEY,145
4931,MS GEORGE,20151028,2,GEORGE,7095
4932,MR MADIGAN,20151028,1,MADIGAN,544
4933,CHAIR YELLEN,20151216,74,YELLEN,21423
4934,MR LYON,20151216,3,LYON,5863
4935,MR FISCHER,20151216,14,FISCHER,19131
4936,MR POTTER,20151216,12,POTTER,19947
4937,MS LOGAN,20151216,4,LOGAN,12141
4938,MR BULLARD,20151216,17,BULLARD,18033
4939,MR TARULLO,20151216,8,TARULLO,17983
4940,MR ROBERTS,20151216,8,ROBERTS,13475
4941,MR GRUBER,20151216,7,GRUBER,12863
4942,MR WU,20151216,1,WU,7617
4943,MR EVANS,20151216,13,EVANS,11720
4944,MR WILCOX,20151216,3,WILCOX,1642
4945,MR WILLIAMS,20151216,8,WILLIAMS,11135
4946,MR LAUBACH,20151216,2,LAUBACH,11595
4947,MR KAMIN,20151216,1,KAMIN,569
4948,MR ROSENGREN,20151216,2,ROSENGREN,7113
4949,MR LACKER,20151216,8,LACKER,8592
4950,MS GEORGE,20151216,2,GEORGE,6948
4951,MR LOCKHART,20151216,2,LOCKHART,7467
4952,MR HARKER,20151216,3,HARKER,8828
4953,MS BRAINARD,20151216,2,BRAINARD,17688
4954,MR KAPLAN,20151216,2,KAPLAN,14375
4955,MR POWELL,20151216,2,POWELL,8010
4956,MS MESTER,20151216,3,MESTER,12594
4957,VICE CHAIRMAN DUDLEY,20151216,4,DUDLEY,15278
4958,MR MADIGAN,20151216,5,MADIGAN,955
4959,CHAIR YELLEN,20160127,216,YELLEN,39148
4960,MR WILLIAMS,20160127,23,WILLIAMS,22086
4961,MR FISCHER,20160127,55,FISCHER,32952
4962,MR TARULLO,20160127,36,TARULLO,21205
4963,MR POWELL,20160127,14,POWELL,13344
4964,MR MADIGAN,20160127,4,MADIGAN,1393
4965,MR BULLARD,20160127,33,BULLARD,21797
4966,VICE CHAIRMAN DUDLEY,20160127,32,DUDLEY,23771
4967,MR POTTER,20160127,36,POTTER,24079
4968,MS GEORGE,20160127,7,GEORGE,9397
4969,IGMS GEORGE,20160127,1,GEORGE,191
4970,MS MESTER,20160127,14,MESTER,27704
4971,MR ROSENGREN,20160127,7,ROSENGREN,14709
4972,MR EVANS,20160127,40,EVANS,21122
4973,MR LACKER,20160127,32,LACKER,20875
4974,MR KAPLAN,20160127,13,KAPLAN,17398
4975,MR KASHKARI,20160127,8,KASHKARI,7461
4976,MS BRAINARD,20160127,12,BRAINARD,19493
4977,MS LOGAN,20160127,7,LOGAN,14277
4978,MS WEINBACH,20160127,10,WEINBACH,7761
4979,MR HARKER,20160127,4,HARKER,9025
4980,IOERMR POTTER,20160127,1,POTTER,237
4981,MR LOCKHART,20160127,14,LOCKHART,15773
4982,MR KAMIN,20160127,3,KAMIN,12266
4983,MR WILCOX,20160127,16,WILCOX,18963
4984,MS LIANG,20160127,6,LIANG,11090
4985,MR REIFSCHNEIDER,20160127,2,REIFSCHNEIDER,808
4986,MR WASCHER,20160127,1,WASCHER,1158
4987,MR LAUBACH,20160127,17,LAUBACH,11750
4988,MR ENGSTROM,20160127,1,ENGSTROM,229
4989,MR CLARK,20160127,9,CLARK,11527
4990,SEPMR CLARK,20160127,1,CLARK,286
4991,MS SMITH,20160127,1,SMITH,13
4992,MR ENGLISH,20160127,1,ENGLISH,103
4993,GOVERNOR FISCHER,20160127,1,FISCHER,26
4994,CHAIR YELLEN,20160316,69,YELLEN,17324
4995,MR FISCHER,20160316,5,FISCHER,13839
4996,MR POTTER,20160316,8,POTTER,15517
4997,MS LOGAN,20160316,1,LOGAN,9931
4998,VICE CHAIRMAN DUDLEY,20160316,15,DUDLEY,17523
4999,MR HARKER,20160316,4,HARKER,8350
5000,MR LACKER,20160316,8,LACKER,13017
5001,MR WILCOX,20160316,23,WILCOX,25206
5002,MS WILSON,20160316,13,WILSON,13872
5003,MR TETLOW,20160316,1,TETLOW,9191
5004,MR WILLIAMS,20160316,27,WILLIAMS,25282
5005,MR WASCHER,20160316,2,WASCHER,346
5006,MR TARULLO,20160316,4,TARULLO,20732
5007,MR BULLARD,20160316,21,BULLARD,17388
5008,MR ROSENGREN,20160316,3,ROSENGREN,7196
5009,MS BRAINARD,20160316,2,BRAINARD,12485
5010,MR KAPLAN,20160316,2,KAPLAN,8459
5011,MR EVANS,20160316,7,EVANS,10512
5012,MS MESTER,20160316,2,MESTER,15595
5013,MR LOCKHART,20160316,3,LOCKHART,7600
5014,MS GEORGE,20160316,3,GEORGE,10704
5015,MR POWELL,20160316,2,POWELL,7896
5016,MR KASHKARI,20160316,2,KASHKARI,4437
5017,MR LAUBACH,20160316,6,LAUBACH,9618
5018,MR DUDLEY,20160316,1,DUDLEY,29
5019,MR MADIGAN,20160316,1,MADIGAN,426
5020,CHAIR YELLEN,20160427,90,YELLEN,19284
5021,MR FISCHER,20160427,17,FISCHER,20596
5022,MR FUHRER,20160427,4,FUHRER,13125
5023,MR ADRIAN,20160427,2,ADRIAN,9488
5024,MR SIM,20160427,2,SIM,9904
5025,MR LOCKHART,20160427,4,LOCKHART,12149
5026,MR ROSENGREN,20160427,5,ROSENGREN,16844
5027,MR TARULLO,20160427,24,TARULLO,28794
5028,MS MESTER,20160427,3,MESTER,18252
5029,MR WILLIAMS,20160427,10,WILLIAMS,17921
5030,MR HARKER,20160427,5,HARKER,8978
5031,MS BRAINARD,20160427,4,BRAINARD,25025
5032,MR EVANS,20160427,4,EVANS,15058
5033,MR BULLARD,20160427,18,BULLARD,24494
5034,MR LACKER,20160427,10,LACKER,15653
5035,MS GEORGE,20160427,3,GEORGE,10263
5036,MR KASHKARI,20160427,3,KASHKARI,7017
5037,MR KAPLAN,20160427,4,KAPLAN,14148
5038,MR POWELL,20160427,4,POWELL,14273
5039,MR DUDLEY,20160427,1,DUDLEY,5486
5040,MR POTTER,20160427,12,POTTER,17880
5041,MS LOGAN,20160427,1,LOGAN,8479
5042,VICE CHAIRMAN DUDLEY,20160427,16,DUDLEY,19499
5043,MR WASCHER,20160427,8,WASCHER,12369
5044,MR KAMIN,20160427,12,KAMIN,12968
5045,MS LIANG,20160427,8,LIANG,12808
5046,MR RUDD,20160427,3,RUDD,546
5047,MR WILCOX,20160427,1,WILCOX,46
5048,MR LAUBACH,20160427,1,LAUBACH,8936
5049,MR MADIGAN,20160427,2,MADIGAN,472
5050,CHAIR YELLEN,20160615,66,YELLEN,17928
5051,MR FISCHER,20160615,19,FISCHER,22237
5052,VICE CHAIRMAN DUDLEY,20160615,23,DUDLEY,21733
5053,MR POTTER,20160615,4,POTTER,20572
5054,MR RUDD,20160615,11,RUDD,26093
5055,MR AHMED,20160615,10,AHMED,12988
5056,MR WU,20160615,1,WU,9979
5057,MR KASHKARI,20160615,7,KASHKARI,4786
5058,MR WILLIAMS,20160615,7,WILLIAMS,15995
5059,MR BULLARD,20160615,23,BULLARD,18390
5060,MR KAMIN,20160615,14,KAMIN,6815
5061,MR WILCOX,20160615,13,WILCOX,6615
5062,GDPMR KAMIN,20160615,1,KAMIN,69
5063,MR TARULLO,20160615,6,TARULLO,17046
5064,MR LOCKHART,20160615,3,LOCKHART,7630
5065,MR HARKER,20160615,6,HARKER,7788
5066,MS BRAINARD,20160615,2,BRAINARD,15378
5067,MR ROSENGREN,20160615,2,ROSENGREN,6262
5068,MR POWELL,20160615,2,POWELL,8124
5069,MS GEORGE,20160615,2,GEORGE,5821
5070,MR KAPLAN,20160615,3,KAPLAN,10868
5071,MS MESTER,20160615,2,MESTER,15311
5072,MR EVANS,20160615,4,EVANS,12916
5073,MR LACKER,20160615,10,LACKER,17353
5074,MR LAUBACH,20160615,5,LAUBACH,10429
5075,MR MADIGAN,20160615,3,MADIGAN,1069
5076,CHAIR YELLEN,20160727,92,YELLEN,24664
5077,MR FISCHER,20160727,20,FISCHER,19374
5078,MR POTTER,20160727,16,POTTER,5579
5079,MR DOYLE,20160727,10,DOYLE,10825
5080,MR ALTIG,20160727,1,ALTIG,8049
5081,MS KLEE,20160727,6,KLEE,9212
5082,MS REMACHE,20160727,1,REMACHE,3106
5083,VICE CHAIRMAN DUDLEY,20160727,32,DUDLEY,29639
5084,MR TARULLO,20160727,12,TARULLO,26470
5085,MR ROSENGREN,20160727,10,ROSENGREN,18217
5086,MR LACKER,20160727,27,LACKER,26194
5087,MS MCLAUGHLIN,20160727,2,MCLAUGHLIN,846
5088,TSLFMR LACKER,20160727,1,LACKER,58
5089,MR LAUBACH,20160727,6,LAUBACH,10721
5090,ECBMR DOYLE,20160727,1,DOYLE,82
5091,MR KAPLAN,20160727,9,KAPLAN,14725
5092,MR BULLARD,20160727,10,BULLARD,13789
5093,MR WILLIAMS,20160727,11,WILLIAMS,23311
5094,MS MESTER,20160727,4,MESTER,25010
5095,MR EVANS,20160727,9,EVANS,17758
5096,MR LOCKHART,20160727,3,LOCKHART,10696
5097,MR KASHKARI,20160727,4,KASHKARI,7399
5098,MR POWELL,20160727,3,POWELL,15290
5099,MS BRAINARD,20160727,3,BRAINARD,17907
5100,MS LOGAN,20160727,1,LOGAN,15029
5101,MR KAMIN,20160727,5,KAMIN,15438
5102,MR WILCOX,20160727,9,WILCOX,14721
5103,MR KILEY,20160727,1,KILEY,8245
5104,MR FOLLETTE,20160727,2,FOLLETTE,633
5105,MS GEORGE,20160727,2,GEORGE,9845
5106,MR HARKER,20160727,5,HARKER,8140
5107,PRESIDENT ROSENGREN,20160727,2,ROSENGREN,30
5108,MR MADIGAN,20160727,2,MADIGAN,523
5109,CHAIR YELLEN,20160921,73,YELLEN,19173
5110,MR FISCHER,20160921,8,FISCHER,14029
5111,VICE CHAIRMAN DUDLEY,20160921,18,DUDLEY,20030
5112,MR POTTER,20160921,7,POTTER,22295
5113,MR BULLARD,20160921,11,BULLARD,11507
5114,MS ALLISON,20160921,1,ALLISON,105
5115,MR LACKER,20160921,7,LACKER,15320
5116,MS LOGAN,20160921,2,LOGAN,16419
5117,MS GEORGE,20160921,6,GEORGE,8480
5118,MR DUDLEY,20160921,1,DUDLEY,3
5119,MR WILCOX,20160921,10,WILCOX,21306
5120,MR WOOD,20160921,1,WOOD,11397
5121,MS KLEE,20160921,1,KLEE,8623
5122,MS BRAINARD,20160921,3,BRAINARD,14343
5123,MR WILLIAMS,20160921,15,WILLIAMS,17949
5124,IIMR POTTER,20160921,1,POTTER,32
5125,MR KILEY,20160921,1,KILEY,849
5126,MR EVANS,20160921,6,EVANS,18689
5127,MR LOCKHART,20160921,4,LOCKHART,8553
5128,MR KAMIN,20160921,13,KAMIN,7870
5129,MR LAUBACH,20160921,2,LAUBACH,7945
5130,MR ROSENGREN,20160921,8,ROSENGREN,7759
5131,MR TARULLO,20160921,4,TARULLO,15315
5132,MS MESTER,20160921,2,MESTER,16601
5133,MR HARKER,20160921,2,HARKER,9178
5134,MR KAPLAN,20160921,5,KAPLAN,11674
5135,MR KASHKARI,20160921,2,KASHKARI,5470
5136,MR POWELL,20160921,2,POWELL,8723
5137,MR MADIGAN,20160921,3,MADIGAN,521
5138,CHAIR YELLEN,20161102,89,YELLEN,26117
5139,MR FISCHER,20161102,12,FISCHER,28501
5140,MR DAVIG,20161102,1,DAVIG,4010
5141,MS IHRIG,20161102,2,IHRIG,8419
5142,MR MARTIN,20161102,2,MARTIN,13865
5143,MS LEONARD,20161102,1,LEONARD,7000
5144,MR LAUBACH,20161102,10,LAUBACH,12808
5145,VICE CHAIRMAN DUDLEY,20161102,14,DUDLEY,22444
5146,MR POTTER,20161102,7,POTTER,11933
5147,MR LACKER,20161102,29,LACKER,18576
5148,MR LOCKHART,20161102,4,LOCKHART,7831
5149,MR WILLIAMS,20161102,13,WILLIAMS,17576
5150,MR ROSENGREN,20161102,10,ROSENGREN,13513
5151,MR POWELL,20161102,3,POWELL,15158
5152,MR EVANS,20161102,11,EVANS,16728
5153,MR BULLARD,20161102,3,BULLARD,9782
5154,MR HARKER,20161102,3,HARKER,12172
5155,MR KAPLAN,20161102,10,KAPLAN,12379
5156,MR TARULLO,20161102,15,TARULLO,19492
5157,MS GEORGE,20161102,3,GEORGE,9286
5158,MS MESTER,20161102,4,MESTER,21311
5159,MR KASHKARI,20161102,4,KASHKARI,9228
5160,MS BRAINARD,20161102,3,BRAINARD,18087
5161,MS LOGAN,20161102,8,LOGAN,12533
5162,MR CLOUSE,20161102,2,CLOUSE,913
5163,MR MADIGAN,20161102,3,MADIGAN,716
5164,MR ENGEN,20161102,4,ENGEN,10197
5165,MR KAMIN,20161102,3,KAMIN,11470
5166,MR PALUMBO,20161102,22,PALUMBO,17432
5167,MS LIANG,20161102,4,LIANG,901
5168,DOJVICE CHAIRMAN DUDLEY,20161102,1,DUDLEY,115
5169,CHAIR YELLEN,20161214,74,YELLEN,18493
5170,MR FISCHER,20161214,23,FISCHER,14122
5171,MR LOCKHART,20161214,4,LOCKHART,7492
5172,MR MADIGAN,20161214,4,MADIGAN,2851
5173,VICE CHAIRMAN DUDLEY,20161214,25,DUDLEY,17955
5174,MR POTTER,20161214,16,POTTER,20374
5175,MR LACKER,20161214,16,LACKER,15333
5176,MR LAUBACH,20161214,16,LAUBACH,10578
5177,MS LOGAN,20161214,3,LOGAN,1226
5178,MR KAPLAN,20161214,8,KAPLAN,9167
5179,MR KAMIN,20161214,13,KAMIN,6274
5180,MS AARONSON,20161214,13,AARONSON,15746
5181,MR DOYLE,20161214,16,DOYLE,14322
5182,MR KIM,20161214,1,KIM,8115
5183,MR REIFSCHNEIDER,20161214,2,REIFSCHNEIDER,248
5184,MR EVANS,20161214,4,EVANS,7473
5185,MR WILLIAMS,20161214,14,WILLIAMS,11191
5186,MR WILCOX,20161214,13,WILCOX,5616
5187,MR DUDLEY,20161214,1,DUDLEY,80
5188,MR ROSENGREN,20161214,4,ROSENGREN,7716
5189,MR KASHKARI,20161214,3,KASHKARI,7468
5190,MR BULLARD,20161214,32,BULLARD,18542
5191,MR TARULLO,20161214,5,TARULLO,10379
5192,MS BRAINARD,20161214,2,BRAINARD,13212
5193,MS GEORGE,20161214,2,GEORGE,6058
5194,MR POWELL,20161214,2,POWELL,6836
5195,MR HARKER,20161214,2,HARKER,6441
5196,MS MESTER,20161214,6,MESTER,15628
5197,SEPCHAIR YELLEN,20161214,1,YELLEN,57
5198,VICE CHAIRMAN DUDLEY,20161214,1,DUDLEY,17955
5199,BCHAIR YELLEN,20161214,1,YELLEN,28
5200,CHAIR YELLEN,20170201,95,YELLEN,24085
5201,MR FISCHER,20170201,25,FISCHER,10345
5202,MR EVANS,20170201,7,EVANS,6812
5203,MR TARULLO,20170201,12,TARULLO,10708
5204,VICE CHAIRMAN DUDLEY,20170201,32,DUDLEY,19831
5205,MR POWELL,20170201,4,POWELL,7720
5206,MR MADIGAN,20170201,3,MADIGAN,1178
5207,MR WILCOX,20170201,11,WILCOX,13932
5208,MR POTTER,20170201,13,POTTER,9539
5209,MS LOGAN,20170201,13,LOGAN,13126
5210,MR KASHKARI,20170201,10,KASHKARI,6496
5211,MR LAUBACH,20170201,4,LAUBACH,9699
5212,MS MESTER,20170201,4,MESTER,13506
5213,MS BRAINARD,20170201,5,BRAINARD,12496
5214,MR LEHNERT,20170201,8,LEHNERT,13173
5215,MR KAMIN,20170201,25,KAMIN,14756
5216,MR KAPLAN,20170201,13,KAPLAN,12617
5217,MR BULLARD,20170201,12,BULLARD,9881
5218,WTOCHAIR YELLEN,20170201,1,YELLEN,65
5219,WTOMR KAMIN,20170201,1,KAMIN,345
5220,MR LACKER,20170201,19,LACKER,20745
5221,MR ROSENGREN,20170201,5,ROSENGREN,8058
5222,MR REIFSCHNEIDER,20170201,5,REIFSCHNEIDER,1571
5223,MR WILLIAMS,20170201,3,WILLIAMS,9625
5224,MR HARKER,20170201,3,HARKER,4888
5225,MS GOODING,20170201,2,GOODING,1915
5226,MS GEORGE,20170201,2,GEORGE,3191
5227,MR ALVAREZ,20170201,1,ALVAREZ,751
5228,CHAIR YELLEN,20170315,98,YELLEN,31656
5229,MR FISCHER,20170315,21,FISCHER,16440
5230,MR ROSENGREN,20170315,6,ROSENGREN,20593
5231,MR KASHKARI,20170315,5,KASHKARI,13911
5232,MR POTTER,20170315,8,POTTER,13727
5233,MS LOGAN,20170315,8,LOGAN,10224
5234,MR TARULLO,20170315,15,TARULLO,26832
5235,VICE CHAIRMAN DUDLEY,20170315,23,DUDLEY,27091
5236,MS IHRIG,20170315,3,IHRIG,7297
5237,MS REMACHE,20170315,6,REMACHE,10195
5238,MR CLOUSE,20170315,1,CLOUSE,9598
5239,MR LACKER,20170315,14,LACKER,23634
5240,MR LOPEZ,20170315,1,LOPEZ,243
5241,MR WILLIAMS,20170315,10,WILLIAMS,22831
5242,MR BULLARD,20170315,12,BULLARD,17667
5243,MS MESTER,20170315,3,MESTER,20500
5244,MR POWELL,20170315,4,POWELL,11895
5245,MR HARKER,20170315,4,HARKER,12719
5246,MS GOODING,20170315,3,GOODING,9563
5247,MR EVANS,20170315,18,EVANS,14430
5248,MR KAPLAN,20170315,4,KAPLAN,11153
5249,MS BRAINARD,20170315,4,BRAINARD,19958
5250,MS GEORGE,20170315,3,GEORGE,9169
5251,MR WASCHER,20170315,4,WASCHER,11092
5252,MR KAMIN,20170315,11,KAMIN,13155
5253,MR CAVALLO,20170315,1,CAVALLO,9239
5254,MR LAUBACH,20170315,4,LAUBACH,8068
5255,MR MADIGAN,20170315,3,MADIGAN,1095
5256,MR LEBOW,20170315,1,LEBOW,242
5257,CHAIR YELLEN,20170503,105,YELLEN,22211
5258,MR FISCHER,20170503,17,FISCHER,22976
5259,MR POTTER,20170503,2,POTTER,19861
5260,MR BULLARD,20170503,16,BULLARD,15997
5261,VICE CHAIRMAN DUDLEY,20170503,17,DUDLEY,17733
5262,MR WILCOX,20170503,18,WILCOX,17476
5263,MS WILSON,20170503,4,WILSON,8598
5264,MS EDGE,20170503,2,EDGE,8446
5265,MR WASCHER,20170503,4,WASCHER,2769
5266,MR KASHKARI,20170503,15,KASHKARI,11462
5267,MR LAUBACH,20170503,9,LAUBACH,10433
5268,MS BRAINARD,20170503,5,BRAINARD,20688
5269,MR ROSENGREN,20170503,8,ROSENGREN,15247
5270,MR WILLIAMS,20170503,6,WILLIAMS,17937
5271,MR LEHNERT,20170503,3,LEHNERT,1355
5272,MR KAPLAN,20170503,7,KAPLAN,10803
5273,MS GEORGE,20170503,4,GEORGE,12278
5274,MR EVANS,20170503,10,EVANS,10421
5275,MS MESTER,20170503,5,MESTER,21193
5276,MR MULLINIX,20170503,3,MULLINIX,5043
5277,MR POWELL,20170503,6,POWELL,10994
5278,MR HARKER,20170503,6,HARKER,10852
5279,MS GOODING,20170503,3,GOODING,7379
5280,MR ROBERTS,20170503,1,ROBERTS,237
5281,MR MADIGAN,20170503,4,MADIGAN,868
5282,MR SKIDMORE,20170503,1,SKIDMORE,41
5283,MS LOGAN,20170503,3,LOGAN,9705
5284,CHAIR YELLEN,20170614,82,YELLEN,21929
5285,MR FISCHER,20170614,7,FISCHER,16366
5286,MR BOSTIC,20170614,3,BOSTIC,7187
5287,MR KASHKARI,20170614,7,KASHKARI,10867
5288,UCLACHAIR YELLEN,20170614,1,YELLEN,204
5289,MR EVANS,20170614,13,EVANS,11893
5290,MR POTTER,20170614,18,POTTER,14359
5291,MS LOGAN,20170614,3,LOGAN,14821
5292,MR ROSENGREN,20170614,8,ROSENGREN,13399
5293,MR HARKER,20170614,10,HARKER,7342
5294,VICE CHAIRMAN DUDLEY,20170614,19,DUDLEY,16682
5295,MS GEORGE,20170614,7,GEORGE,9116
5296,MS MESTER,20170614,7,MESTER,15914
5297,MR POWELL,20170614,6,POWELL,6302
5298,MS BRAINARD,20170614,5,BRAINARD,11047
5299,MR BULLARD,20170614,10,BULLARD,12149
5300,MS TEVLIN,20170614,13,TEVLIN,17928
5301,MR ERCEG,20170614,2,ERCEG,12210
5302,MS ZARUTSKIE,20170614,1,ZARUTSKIE,9301
5303,MR KAPLAN,20170614,10,KAPLAN,11572
5304,MR WILCOX,20170614,15,WILCOX,12086
5305,MR WILLIAMS,20170614,10,WILLIAMS,12431
5306,MR KAMIN,20170614,2,KAMIN,1863
5307,MR MULLINIX,20170614,2,MULLINIX,5489
5308,MR LAUBACH,20170614,3,LAUBACH,8777
5309,BMR LAUBACH,20170614,1,LAUBACH,23
5310,BCHAIR YELLEN,20170614,1,YELLEN,39
5311,MR MADIGAN,20170614,1,MADIGAN,669
5312,CHAIR YELLEN,20170726,61,YELLEN,19115
5313,MR FISCHER,20170726,15,FISCHER,17950
5314,VICE CHAIRMAN DUDLEY,20170726,8,DUDLEY,15364
5315,MR POTTER,20170726,7,POTTER,15175
5316,MR KASHKARI,20170726,11,KASHKARI,10327
5317,MR WILCOX,20170726,1,WILCOX,12947
5318,MR KAMIN,20170726,5,KAMIN,10527
5319,MS KLEE,20170726,2,KLEE,8450
5320,MR ROSENGREN,20170726,6,ROSENGREN,10211
5321,MR LEHNERT,20170726,6,LEHNERT,1765
5322,MS BRAINARD,20170726,4,BRAINARD,17389
5323,MR BULLARD,20170726,7,BULLARD,5565
5324,MR KAPLAN,20170726,3,KAPLAN,11231
5325,MS GEORGE,20170726,3,GEORGE,11003
5326,MS MESTER,20170726,2,MESTER,11472
5327,MR WILLIAMS,20170726,2,WILLIAMS,10321
5328,MR HARKER,20170726,3,HARKER,8386
5329,MR POWELL,20170726,4,POWELL,7493
5330,MR EVANS,20170726,2,EVANS,9437
5331,MR MULLINIX,20170726,2,MULLINIX,5932
5332,MR BOSTIC,20170726,2,BOSTIC,7273
5333,MR LAUBACH,20170726,1,LAUBACH,6055
5334,MR MADIGAN,20170726,1,MADIGAN,528
5335,CHAIR YELLEN,20170920,74,YELLEN,25032
5336,FOMCMR FISCHER,20170920,1,FISCHER,8
5337,MR FISCHER,20170920,20,FISCHER,15741
5338,VICE CHAIRMAN DUDLEY,20170920,17,DUDLEY,12408
5339,MR POWELL,20170920,9,POWELL,7131
5340,MR POTTER,20170920,3,POTTER,15992
5341,MS LOGAN,20170920,1,LOGAN,7948
5342,MR WILCOX,20170920,13,WILCOX,17960
5343,MR KAMIN,20170920,7,KAMIN,12788
5344,MR DE POOTER,20170920,1,POOTER,7084
5345,MR BULLARD,20170920,13,BULLARD,13025
5346,MR KASHKARI,20170920,8,KASHKARI,7424
5347,MS MESTER,20170920,7,MESTER,18069
5348,MR LAUBACH,20170920,9,LAUBACH,9940
5349,MR WILLIAMS,20170920,4,WILLIAMS,8631
5350,MR ROSENGREN,20170920,3,ROSENGREN,7755
5351,MR MULLINIX,20170920,2,MULLINIX,5718
5352,MR BOSTIC,20170920,4,BOSTIC,10536
5353,MS BRAINARD,20170920,2,BRAINARD,12244
5354,MR HARKER,20170920,8,HARKER,5956
5355,MR KAPLAN,20170920,2,KAPLAN,9583
5356,MR EVANS,20170920,21,EVANS,13656
5357,MS GEORGE,20170920,3,GEORGE,8944
5358,PRESIDENT KAPLAN,20170920,1,KAPLAN,76
5359,MR REIFSCHNEIDER,20170920,5,REIFSCHNEIDER,3028
5360,MR MADIGAN,20170920,1,MADIGAN,671
5361,CHAIR YELLEN,20171101,56,YELLEN,20305
5362,MR POWELL,20171101,6,POWELL,9312
5363,MR QUARLES,20171101,4,QUARLES,7132
5364,MR MADIGAN,20171101,3,MADIGAN,622
5365,VICE CHAIRMAN DUDLEY,20171101,6,DUDLEY,13199
5366,MR POTTER,20171101,1,POTTER,7574
5367,MS LOGAN,20171101,1,LOGAN,6567
5368,MR LEBOW,20171101,4,LEBOW,12973
5369,MS WILSON,20171101,10,WILSON,13943
5370,MR COVITZ,20171101,3,COVITZ,10304
5371,MR ROSENGREN,20171101,6,ROSENGREN,13438
5372,MR LEHNERT,20171101,3,LEHNERT,3378
5373,MR KASHKARI,20171101,7,KASHKARI,10014
5374,MR BULLARD,20171101,10,BULLARD,21076
5375,MS MESTER,20171101,5,MESTER,12051
5376,MR KAPLAN,20171101,7,KAPLAN,15824
