,speaker,date,speak_count,speaker_unique
4178,MS LIANG,20120913,1,LIANG
4179,MR KOCHERLAKOTA,20120913,8,KOCHERLAKOTA
4180,MR EVANS,20120913,9,EVANS
4181,MR WILLIAMS,20120913,3,WILLIAMS
4182,MS PIANALTO,20120913,5,PIANALTO
4183,MS DANKER,20120913,2,DANKER
4184,MS YELLEN,20120913,7,YELLEN
4185,MS DUKE,20120913,14,DUKE
4186,MS RASKIN,20120913,4,RASKIN
4187,MR TARULLO,20120913,8,TARULLO
4188,MR STEIN,20120913,7,STEIN
4189,MR POWELL,20120913,6,POWELL
4190,MR ENGLISH,20120913,24,ENGLISH
4191,MBSMR PLOSSER,20120913,1,PLOSSER
4192,GOVERNOR YELLEN,20120913,1,YELLEN
4193,TIPSMS LOGAN,20120913,1,LOGAN
4194,MBSMR POTTER,20120913,1,POTTER
4195,CHAIRMAN BERNANKE,20121024,144,BERNANKE
4196,MR WILLIAMS,20121024,8,WILLIAMS
4197,MR EVANS,20121024,25,EVANS
4198,MR ENGEN,20121024,8,ENGEN
4199,MR BULLARD,20121024,21,BULLARD
4200,MR WILCOX,20121024,8,WILCOX
4201,MR PLOSSER,20121024,11,PLOSSER
4202,MR TARULLO,20121024,14,TARULLO
4203,MR LACKER,20121024,26,LACKER
4204,MR KOCHERLAKOTA,20121024,15,KOCHERLAKOTA
4205,MR STEIN,20121024,7,STEIN
4206,MR FISHER,20121024,30,FISHER
4207,MR ROSENGREN,20121024,5,ROSENGREN
4208,MR LOCKHART,20121024,11,LOCKHART
4209,MS GEORGE,20121024,4,GEORGE
4210,MS PIANALTO,20121024,4,PIANALTO
4211,VICE CHAIRMAN DUDLEY,20121024,11,DUDLEY
4212,MS YELLEN,20121024,6,YELLEN
4213,MS DUKE,20121024,8,DUKE
4214,MS RASKIN,20121024,7,RASKIN
4215,MR POWELL,20121024,4,POWELL
4216,MR POTTER,20121024,16,POTTER
4217,MR KAMIN,20121024,5,KAMIN
4218,MR WASCHER,20121024,1,WASCHER
4219,MR ENGLISH,20121024,16,ENGLISH
4220,MS DANKER,20121024,1,DANKER
4221,MR RUDD,20121024,1,RUDD
4222,AMS YELLEN,20121024,1,YELLEN
4223,CHAIRMAN BERNANKE,20121212,113,BERNANKE
4224,MR POTTER,20121212,22,POTTER
4225,MR KOCHERLAKOTA,20121212,16,KOCHERLAKOTA
4226,MS PIANALTO,20121212,5,PIANALTO
4227,MR BULLARD,20121212,17,BULLARD
4228,MR POWELL,20121212,7,POWELL
4229,MR LACKER,20121212,11,LACKER
4230,MR FISHER,20121212,19,FISHER
4231,MS IHRIG,20121212,13,IHRIG
4232,MS REMACHE,20121212,10,REMACHE
4233,MS DUKE,20121212,8,DUKE
4234,VICE CHAIRMAN DUDLEY,20121212,15,DUDLEY
4235,MS RASKIN,20121212,7,RASKIN
4236,MR REIFSCHNEIDER,20121212,12,REIFSCHNEIDER
4237,MR WILCOX,20121212,5,WILCOX
4238,MR PLOSSER,20121212,15,PLOSSER
4239,MR ENGLISH,20121212,20,ENGLISH
4240,MR ROSENGREN,20121212,7,ROSENGREN
4241,MBSCHAIRMAN BERNANKE,20121212,1,BERNANKE
4242,MR KAMIN,20121212,1,KAMIN
4243,MR KILEY,20121212,14,KILEY
4244,MS ROUSH,20121212,3,ROUSH
4245,MS YELLEN,20121212,3,YELLEN
4246,MR TARULLO,20121212,17,TARULLO
4247,MR GALLIN,20121212,3,GALLIN
4248,MS DANKER,20121212,2,DANKER
4249,MR KOCHERLAKOTA,20121212,1,KOCOHERLAKOTA
4250,MS GEORGE,20121212,3,GEORGE
4251,MR WILLIAMS,20121212,3,WILLIAMS
4252,MR LOCKHART,20121212,3,LOCKHART
4253,MR EVANS,20121212,2,EVANS
4254,MR STEIN,20121212,2,STEIN
4255,MS LOGAN,20121212,1,LOGAN
4256,CHAIRMAN BERNANKE,20130130,132,BERNANKE
4257,MS YELLEN,20130130,8,YELLEN
4258,MS DANKER,20130130,3,DANKER
4259,VICE CHAIRMAN DUDLEY,20130130,20,DUDLEY
4260,MR POTTER,20130130,20,POTTER
4261,MR FISHER,20130130,15,FISHER
4262,MR ALVAREZ,20130130,2,ALVAREZ
4263,MR LOCKHART,20130130,4,LOCKHART
4264,MR KOCHERLAKOTA,20130130,16,KOCHERLAKOTA
4265,MR ENGLISH,20130130,13,ENGLISH
4266,MS DUKE,20130130,6,DUKE
4267,MR TARULLO,20130130,12,TARULLO
4268,MS PIANALTO,20130130,6,PIANALTO
4269,MR PLOSSER,20130130,14,PLOSSER
4270,MR BULLARD,20130130,17,BULLARD
4271,MR EVANS,20130130,11,EVANS
4272,MR ENGEN,20130130,8,ENGEN
4273,MS WILSON,20130130,13,WILSON
4274,MR LACKER,20130130,21,LACKER
4275,MR WILCOX,20130130,10,WILCOX
4276,MR REIFSCHNEIDER,20130130,1,REIFSCHNEIDER
4277,MR KAMIN,20130130,2,KAMIN
4278,MS RASKIN,20130130,5,RASKIN
4279,MR WILLIAMS,20130130,3,WILLIAMS
4280,MR ROSENGREN,20130130,3,ROSENGREN
4281,MS GEORGE,20130130,3,GEORGE
4282,MR STEIN,20130130,3,STEIN
4283,MR POWELL,20130130,3,POWELL
4284,MS TEVLIN,20130130,1,TEVLIN
4285,SEPMR ROSENGREN,20130130,1,ROSENGREN
4286,CHAIRMAN BERNANKE,20130320,128,BERNANKE
4287,MS RASKIN,20130320,5,RASKIN
4288,MR ENGLISH,20130320,13,ENGLISH
4289,MR ALVAREZ,20130320,2,ALVAREZ
4290,MR TARULLO,20130320,15,TARULLO
4291,MR POTTER,20130320,14,POTTER
4292,MS LOGAN,20130320,2,LOGAN
4293,MR KOCHERLAKOTA,20130320,32,KOCHERLAKOTA
4294,MR FISHER,20130320,27,FISHER
4295,MR WILCOX,20130320,8,WILCOX
4296,MR KAMIN,20130320,9,KAMIN
4297,MS LIANG,20130320,24,LIANG
4298,MR PLOSSER,20130320,10,PLOSSER
4299,MR BASSETT,20130320,1,BASSETT
4300,VICE CHAIRMAN DUDLEY,20130320,20,DUDLEY
4301,MR ROSENGREN,20130320,5,ROSENGREN
4302,MR EVANS,20130320,19,EVANS
4303,MR WILLIAMS,20130320,6,WILLIAMS
4304,MR REIFSCHNEIDER,20130320,3,REIFSCHNEIDER
4305,MR LACKER,20130320,18,LACKER
4306,MR BULLARD,20130320,25,BULLARD
4307,MR POWELL,20130320,7,POWELL
4308,MS PIANALTO,20130320,3,PIANALTO
4309,MR LOCKHART,20130320,4,LOCKHART
4310,MS GEORGE,20130320,3,GEORGE
4311,MS YELLEN,20130320,3,YELLEN
4312,MS DUKE,20130320,6,DUKE
4313,MR STEIN,20130320,5,STEIN
4314,MR PALUMBO,20130320,7,PALUMBO
4315,MR LEBOW,20130320,2,LEBOW
4316,MS WEI,20130320,2,WEI
4317,MR FAUST,20130320,8,FAUST
4318,MR LAUBACH,20130320,1,LAUBACH
4319,MS DANKER,20130320,2,DANKER
4320,MS DANKERC,20130320,1,DANKERC
4321,CHAIRMAN BERNANKE,20130501,111,BERNANKE
4322,MR POTTER,20130501,14,POTTER
4323,MR LACKER,20130501,10,LACKER
4324,MR KAMIN,20130501,7,KAMIN
4325,MR FISHER,20130501,10,FISHER
4326,MR WASCHER,20130501,15,WASCHER
4327,MR BULLARD,20130501,18,BULLARD
4328,MR REIFSCHNEIDER,20130501,10,REIFSCHNEIDER
4329,MR EVANS,20130501,21,EVANS
4330,MR KOCHERLAKOTA,20130501,24,KOCHERLAKOTA
4331,MR CLOUSE,20130501,9,CLOUSE
4332,MR LOCKHART,20130501,5,LOCKHART
4333,MR ROSENGREN,20130501,5,ROSENGREN
4334,MR WILLIAMS,20130501,3,WILLIAMS
4335,MR PLOSSER,20130501,4,PLOSSER
4336,MS PIANALTO,20130501,3,PIANALTO
4337,MS GEORGE,20130501,3,GEORGE
4338,VICE CHAIRMAN DUDLEY,20130501,7,DUDLEY
4339,MS YELLEN,20130501,4,YELLEN
4340,MS DUKE,20130501,9,DUKE
4341,MR TARULLO,20130501,3,TARULLO
4342,MS RASKIN,20130501,4,RASKIN
4343,MR STEIN,20130501,5,STEIN
4344,MR POWELL,20130501,4,POWELL
4345,CMR BULLARD,20130501,1,BULLARD
4346,MS DANKER,20130501,3,DANKER
4347,MR MEYER,20130501,1,MEYER
4348,CHAIRMAN BERNANKE,20130619,113,BERNANKE
4349,MR LACKER,20130619,14,LACKER
4350,MR PLOSSER,20130619,6,PLOSSER
4351,MR FISHER,20130619,14,FISHER
4352,VICE CHAIRMAN DUDLEY,20130619,16,DUDLEY
4353,MR POTTER,20130619,7,POTTER
4354,MR BULLARD,20130619,14,BULLARD
4355,MS DUKE,20130619,7,DUKE
4356,MR POWELL,20130619,8,POWELL
4357,MS LOGAN,20130619,1,LOGAN
4358,MR LAUBACH,20130619,3,LAUBACH
4359,MR GRUBER,20130619,3,GRUBER
4360,MR CAMPBELL,20130619,4,CAMPBELL
4361,MS IHRIG,20130619,1,IHRIG
4362,MR KOCHERLAKOTA,20130619,26,KOCHERLAKOTA
4363,MR WILCOX,20130619,9,WILCOX
4364,MR REIFSCHNEIDER,20130619,2,REIFSCHNEIDER
4365,MR KAMIN,20130619,3,KAMIN
4366,MS RASKIN,20130619,5,RASKIN
4367,MR STEFANI,20130619,5,STEFANI
4368,MR WILLIAMS,20130619,6,WILLIAMS
4369,MR ENGEN,20130619,5,ENGEN
4370,USMR REIFSCHNEIDER,20130619,1,REIFSCHNEIDER
4371,MR ROSENGREN,20130619,6,ROSENGREN
4372,MR LOCKHART,20130619,2,LOCKHART
4373,MR EVANS,20130619,3,EVANS
4374,MS GEORGE,20130619,3,GEORGE
4375,MS YELLEN,20130619,7,YELLEN
4376,MR TARULLO,20130619,6,TARULLO
4377,MR STEIN,20130619,5,STEIN
4378,MR ENGLISH,20130619,1,ENGLISH
4379,MR LUECKE,20130619,2,LUECKE
4380,CHAIRMAN BERNANKE,20130731,146,BERNANKE
4381,MS DUKE,20130731,12,DUKE
4382,MR POTTER,20130731,26,POTTER
4383,MS REMACHE,20130731,1,REMACHE
4384,VICE CHAIRMAN DUDLEY,20130731,30,DUDLEY
4385,MR KOCHERLAKOTA,20130731,11,KOCHERLAKOTA
4386,MR LACKER,20130731,18,LACKER
4387,MR PLOSSER,20130731,14,PLOSSER
4388,FOMCMR PLOSSER,20130731,1,PLOSSER
4389,MR FISHER,20130731,34,FISHER
4390,MR STEIN,20130731,8,STEIN
4391,MR TARULLO,20130731,9,TARULLO
4392,MR EVANS,20130731,23,EVANS
4393,MS YELLEN,20130731,9,YELLEN
4394,MR WILCOX,20130731,16,WILCOX
4395,MR KAMIN,20130731,3,KAMIN
4396,MR LOCKHART,20130731,3,LOCKHART
4397,MR BULLARD,20130731,7,BULLARD
4398,MR ROSENGREN,20130731,3,ROSENGREN
4399,MS PIANALTO,20130731,2,PIANALTO
4400,MS GEORGE,20130731,2,GEORGE
4401,MR WILLIAMS,20130731,8,WILLIAMS
4402,MS RASKIN,20130731,3,RASKIN
4403,MR POWELL,20130731,3,POWELL
4404,MR ENGLISH,20130731,14,ENGLISH
4405,ECIMR WASCHER,20130731,1,WASCHER
4406,MR WASCHER,20130731,1,WASCHER
4407,CHAIRMAN BERNANKE,20130731,1,BERNANKE
4408,NBERMR TARULLO,20130731,1,TARULLO
4409,MS DANKER,20130731,5,DANKER
4410,MS DANKERC,20130731,1,DANKERC
4411,CHAIRMAN BERNANKE,20130918,110,BERNANKE
4412,MR FISHER,20130918,36,FISHER
4413,MR ROSENBLUM,20130918,1,ROSENBLUM
4414,MR POTTER,20130918,29,POTTER
4415,MR BURKE,20130918,4,BURKE
4416,MR LACKER,20130918,13,LACKER
4417,MR EVANS,20130918,24,EVANS
4418,MR STEIN,20130918,9,STEIN
4419,VICE CHAIRMAN DUDLEY,20130918,14,DUDLEY
4420,MR KOCHERLAKOTA,20130918,26,KOCHERLAKOTA
4421,MR BULLARD,20130918,24,BULLARD
4422,MR WILCOX,20130918,6,WILCOX
4423,MR KAMIN,20130918,7,KAMIN
4424,MR KILEY,20130918,7,KILEY
4425,MR GUST,20130918,1,GUST
4426,MS YELLEN,20130918,13,YELLEN
4427,MR LOCKHART,20130918,5,LOCKHART
4428,MR TARULLO,20130918,11,TARULLO
4429,MR WILLIAMS,20130918,8,WILLIAMS
4430,MR WASCHER,20130918,4,WASCHER
4431,MR RUDD,20130918,2,RUDD
4432,MR ROSENGREN,20130918,5,ROSENGREN
4433,MS GEORGE,20130918,3,GEORGE
4434,MR PLOSSER,20130918,2,PLOSSER
4435,MS PIANALTO,20130918,3,PIANALTO
4436,MR POWELL,20130918,3,POWELL
4437,MR MEYER,20130918,1,MEYER
4438,MR LAUBACH,20130918,1,LAUBACH
4439,CCHAIRMAN BERNANKE,20130918,1,BERNANKE
4440,MS DANKER,20130918,1,DANKER
4441,CHAIRMAN BERNANKE,20131030,111,BERNANKE
4442,MR ROSENGREN,20131030,4,ROSENGREN
4443,MR BULLARD,20131030,9,BULLARD
4444,MS DANKER,20131030,2,DANKER
4445,MR POTTER,20131030,15,POTTER
4446,MR FISHER,20131030,22,FISHER
4447,MR KAMIN,20131030,3,KAMIN
4448,MR KOCHERLAKOTA,20131030,15,KOCHERLAKOTA
4449,MR LACKER,20131030,13,LACKER
4450,MR PLOSSER,20131030,6,PLOSSER
4451,MR LEBOW,20131030,4,LEBOW
4452,MR WASCHER,20131030,1,WASCHER
4453,MR WILLIAMS,20131030,9,WILLIAMS
4454,MR ENGLISH,20131030,5,ENGLISH
4455,MR CLOUSE,20131030,3,CLOUSE
4456,MR LOCKHART,20131030,5,LOCKHART
4457,MS PIANALTO,20131030,3,PIANALTO
4458,MR EVANS,20131030,21,EVANS
4459,MS GEORGE,20131030,3,GEORGE
4460,VICE CHAIRMAN DUDLEY,20131030,9,DUDLEY
4461,MS YELLEN,20131030,3,YELLEN
4462,MR TARULLO,20131030,10,TARULLO
4463,MR STEIN,20131030,5,STEIN
4464,MR POWELL,20131030,3,POWELL
4465,MR TETLOW,20131030,1,TETLOW
4466,CHAIRMAN BERNANKE,20131218,118,BERNANKE
4467,MR SNIDERMAN,20131218,1,SNIDERMAN
4468,MR PLOSSER,20131218,26,PLOSSER
4469,MR POTTER,20131218,34,POTTER
4470,MS LOGAN,20131218,4,LOGAN
4471,VICE CHAIRMAN DUDLEY,20131218,28,DUDLEY
4472,MR LACKER,20131218,32,LACKER
4473,MR FISHER,20131218,19,FISHER
4474,MR KOCHERLAKOTA,20131218,19,KOCHERLAKOTA
4475,MS YELLEN,20131218,5,YELLEN
4476,MR LUECKE,20131218,6,LUECKE
4477,MS TEVLIN,20131218,9,TEVLIN
4478,MR REEVE,20131218,3,REEVE
4479,MS LIANG,20131218,15,LIANG
4480,MS WEINBACH,20131218,4,WEINBACH
4481,MR EVANS,20131218,25,EVANS
4482,MR ENGLISH,20131218,11,ENGLISH
4483,MR TARULLO,20131218,5,TARULLO
4484,MR ROSENGREN,20131218,4,ROSENGREN
4485,MR LAUBACH,20131218,1,LAUBACH
4486,MR BULLARD,20131218,12,BULLARD
4487,MR WILCOX,20131218,7,WILCOX
4488,MR LOCKHART,20131218,2,LOCKHART
4489,MR WILLIAMS,20131218,2,WILLIAMS
4490,MS PIANALTO,20131218,2,PIANALTO
4491,MS GEORGE,20131218,2,GEORGE
4492,MR STEIN,20131218,4,STEIN
4493,MR POWELL,20131218,2,POWELL
4494,BVICE CHAIRMAN DUDLEY,20131218,2,DUDLEY
4495,BMR PLOSSER,20131218,1,PLOSSER
4496,MR LUECKEC,20131218,1,LUECKEC
4497,VICE CHAIRMAN DUDLEY,20140129,24,DUDLEY
4498,CHAIRMAN BERNANKE,20140129,117,BERNANKE
4499,MR TARULLO,20140129,16,TARULLO
4500,MR STEIN,20140129,6,STEIN
4501,MR POWELL,20140129,5,POWELL
4502,MR LACKER,20140129,16,LACKER
4503,MR LUECKE,20140129,3,LUECKE
4504,MR POTTER,20140129,23,POTTER
4505,MS YELLEN,20140129,6,YELLEN
4506,MR PLOSSER,20140129,13,PLOSSER
4507,MR KOCHERLAKOTA,20140129,9,KOCHERLAKOTA
4508,MR ROSENGREN,20140129,3,ROSENGREN
4509,MR FISHER,20140129,27,FISHER
4510,MR LOCKHART,20140129,3,LOCKHART
4511,MR WILCOX,20140129,17,WILCOX
4512,MR KAMIN,20140129,8,KAMIN
4513,MR WASCHER,20140129,3,WASCHER
4514,MR RUDD,20140129,1,RUDD
4515,MR EVANS,20140129,6,EVANS
4516,MR BULLARD,20140129,6,BULLARD
4517,MR KILEY,20140129,2,KILEY
4518,MR WILLIAMS,20140129,2,WILLIAMS
4519,MS PIANALTO,20140129,3,PIANALTO
4520,MS GEORGE,20140129,2,GEORGE
4521,MR ENGLISH,20140129,3,ENGLISH
4522,PRESIDENT ROSENGREN,20140129,1,ROSENGREN
4523,MS LOGAN,20140129,2,LOGAN
4524,CHAIR YELLEN,20140319,71,YELLEN
4525,MR POTTER,20140319,22,POTTER
4526,MR ROSENGREN,20140319,6,ROSENGREN
4527,MR TARULLO,20140319,15,TARULLO
4528,MR PLOSSER,20140319,8,PLOSSER
4529,MR FISHER,20140319,19,FISHER
4530,MS LIPSCOMB,20140319,2,LIPSCOMB
4531,MR ENGLISH,20140319,8,ENGLISH
4532,MR KOCHERLAKOTA,20140319,15,KOCHERLAKOTA
4533,MR EVANS,20140319,13,EVANS
4534,MR WILCOX,20140319,13,WILCOX
4535,MR RUDD,20140319,1,RUDD
4536,VICE CHAIRMAN DUDLEY,20140319,15,DUDLEY
4537,MR KAMIN,20140319,5,KAMIN
4538,MR WASCHER,20140319,3,WASCHER
4539,MR WILLIAMS,20140319,11,WILLIAMS
4540,MR LOCKHART,20140319,3,LOCKHART
4541,MS PIANALTO,20140319,2,PIANALTO
4542,MR LACKER,20140319,9,LACKER
4543,MR BULLARD,20140319,2,BULLARD
4544,MS GEORGE,20140319,2,GEORGE
4545,MR STEIN,20140319,4,STEIN
4546,MR POWELL,20140319,3,POWELL
4547,MR LUECKE,20140319,1,LUECKE
4548,CHAIR YELLEN,20140430,116,YELLEN
4549,VICE CHAIRMAN DUDLEY,20140430,43,DUDLEY
4550,MR TARULLO,20140430,13,TARULLO
4551,MS IHRIG,20140430,6,IHRIG
4552,MR FROST,20140430,10,FROST
4553,MR NATALUCCI,20140430,3,NATALUCCI
4554,MR MARTIN,20140430,19,MARTIN
4555,MR ROSENGREN,20140430,24,ROSENGREN
4556,MR ENGLISH,20140430,43,ENGLISH
4557,MR POTTER,20140430,95,POTTER
4558,MR FISHER,20140430,35,FISHER
4559,MR BULLARD,20140430,20,BULLARD
4560,MR STEIN,20140430,11,STEIN
4561,MR KAMIN,20140430,3,KAMIN
4562,MR EVANS,20140430,20,EVANS
4563,MR KOCHERLAKOTA,20140430,24,KOCHERLAKOTA
4564,MR LACKER,20140430,59,LACKER
4565,RRPMR POTTER,20140430,1,POTTER
4566,MR PLOSSER,20140430,11,PLOSSER
4567,MR WILLIAMS,20140430,3,WILLIAMS
4568,MR LOCKHART,20140430,8,LOCKHART
4569,MS PIANALTO,20140430,5,PIANALTO
4570,MS GEORGE,20140430,6,GEORGE
4571,MR POWELL,20140430,10,POWELL
4572,MS LOGAN,20140430,2,LOGAN
4573,MR WASCHER,20140430,6,WASCHER
4574,MR COVITZ,20140430,15,COVITZ
4575,MS LIANG,20140430,6,LIANG
4576,MR LUECKE,20140430,1,LUECKE
4577,CHAIR YELLEN,20140618,114,YELLEN
4578,MR FISCHER,20140618,20,FISCHER
4579,MS LOGAN,20140618,7,LOGAN
4580,MR POTTER,20140618,68,POTTER
4581,MR LOCKHART,20140618,6,LOCKHART
4582,MR LACKER,20140618,37,LACKER
4583,MR KOCHERLAKOTA,20140618,27,KOCHERLAKOTA
4584,MR EVANS,20140618,27,EVANS
4585,MR FISHER,20140618,25,FISHER
4586,MR ENGLISH,20140618,32,ENGLISH
4587,MR NATALUCCI,20140618,8,NATALUCCI
4588,MR ROSENGREN,20140618,8,ROSENGREN
4589,RRPMR ROSENGREN,20140618,1,ROSENGREN
4590,MR BULLARD,20140618,24,BULLARD
4591,MR PLOSSER,20140618,11,PLOSSER
4592,MS WEINBACH,20140618,2,WEINBACH
4593,MS LEONARD,20140618,6,LEONARD
4594,MR TARULLO,20140618,13,TARULLO
4595,VICE CHAIRMAN DUDLEY,20140618,33,DUDLEY
4596,MR POWELL,20140618,6,POWELL
4597,IOERMR LACKER,20140618,1,LACKER
4598,MR ALVAREZ,20140618,2,ALVAREZ
4599,MR KAMIN,20140618,3,KAMIN
4600,MR WILLIAMS,20140618,8,WILLIAMS
4601,MS GEORGE,20140618,7,GEORGE
4602,MBSCHAIR YELLEN,20140618,1,YELLEN
4603,MS MESTER,20140618,5,MESTER
4604,MS BRAINARD,20140618,2,BRAINARD
4605,MR RUDD,20140618,32,RUDD
4606,MS WILSON,20140618,1,WILSON
4607,MS WEI,20140618,1,WEI
4608,PCEMR LACKER,20140618,1,LACKER
4609,MR WILCOX,20140618,9,WILCOX
4610,PCEMR FISCHER,20140618,1,FISCHER
4611,FOMCCHAIR YELLEN,20140618,1,YELLEN
4612,MR LUECKE,20140618,1,LUECKE
4613,CHAIR YELLEN,20140730,136,YELLEN
4614,MR FISHER,20140730,30,FISHER
4615,MR FISCHER,20140730,26,FISCHER
4616,MR POTTER,20140730,56,POTTER
4617,MR ROSENGREN,20140730,13,ROSENGREN
4618,MS LOGAN,20140730,1,LOGAN
4619,MR POWELL,20140730,6,POWELL
4620,MR ENGLISH,20140730,32,ENGLISH
4621,MS GEORGE,20140730,5,GEORGE
4622,MR LACKER,20140730,21,LACKER
4623,MS WEINBACH,20140730,3,WEINBACH
4624,MR MEYER,20140730,9,MEYER
4625,MR LOCKHART,20140730,14,LOCKHART
4626,VICE CHAIRMAN DUDLEY,20140730,29,DUDLEY
4627,MR KOCHERLAKOTA,20140730,28,KOCHERLAKOTA
4628,MR TARULLO,20140730,7,TARULLO
4629,MS MESTER,20140730,5,MESTER
4630,MR PLOSSER,20140730,8,PLOSSER
4631,MR DUDLEY,20140730,1,DUDLEY
4632,MR EVANS,20140730,30,EVANS
4633,MR BULLARD,20140730,15,BULLARD
4634,MR WILLIAMS,20140730,3,WILLIAMS
4635,MS BRAINARD,20140730,3,BRAINARD
4636,MR WILCOX,20140730,38,WILCOX
4637,MR KAMIN,20140730,1,KAMIN
4638,MR BOWMAN,20140730,1,BOWMAN
4639,MR WASCHER,20140730,3,WASCHER
4640,DEDOCHAIR YELLEN,20140730,1,YELLEN
4641,MR LAUBACH,20140730,1,LAUBACH
4642,MR LUECKE,20140730,2,LUECKE
4643,CHAIR YELLEN,20140917,112,YELLEN
4644,MR FISCHER,20140917,23,FISCHER
4645,MR POTTER,20140917,40,POTTER
4646,MS LOGAN,20140917,6,LOGAN
4647,MR FISHER,20140917,20,FISHER
4648,MR POWELL,20140917,16,POWELL
4649,MR KOCHERLAKOTA,20140917,24,KOCHERLAKOTA
4650,MR BULLARD,20140917,15,BULLARD
4651,VICE CHAIRMAN DUDLEY,20140917,37,DUDLEY
4652,MR WILLIAMS,20140917,13,WILLIAMS
4653,MR KAMIN,20140917,19,KAMIN
4654,MR LACKER,20140917,18,LACKER
4655,MR ENGLISH,20140917,26,ENGLISH
4656,RRPVICE CHAIRMAN DUDLEY,20140917,1,DUDLEY
4657,MR TARULLO,20140917,10,TARULLO
4658,MR FISCHER MPCMR KOCHERLAKOTA,20140917,1,KOCHERLAKOTA
4659,MS MESTER,20140917,7,MESTER
4660,MR PLOSSER,20140917,10,PLOSSER
4661,MR WILCOX,20140917,15,WILCOX
4662,MS DEBOER,20140917,2,DEBOER
4663,MR EVANS,20140917,10,EVANS
4664,MR ENGEN,20140917,1,ENGEN
4665,US LSAP,20140917,1,LSAP
4666,MR ROSENGREN,20140917,2,ROSENGREN
4667,MR LOCKHART,20140917,5,LOCKHART
4668,MS GEORGE,20140917,2,GEORGE
4669,MS BRAINARD,20140917,6,BRAINARD
4670,SEPMR POTTER,20140917,1,POTTER
4671,MR LUECKE,20140917,1,LUECKE
4672,CHAIR YELLEN,20141029,109,YELLEN
4673,MR FISCHER,20141029,20,FISCHER
4674,MS LOGAN,20141029,10,LOGAN
4675,MR POTTER,20141029,41,POTTER
4676,MR WILLIAMS,20141029,13,WILLIAMS
4677,VICE CHAIRMAN DUDLEY,20141029,37,DUDLEY
4678,MR EVANS,20141029,11,EVANS
4679,MR ENGLISH,20141029,18,ENGLISH
4680,MR KOCHERLAKOTA,20141029,13,KOCHERLAKOTA
4681,MR FISHER,20141029,22,FISHER
4682,MR BULLARD,20141029,7,BULLARD
4683,MR LACKER,20141029,24,LACKER
4684,MR ROSENGREN,20141029,7,ROSENGREN
4685,MR FROST,20141029,1,FROST
4686,MR POWELL,20141029,6,POWELL
4687,MR NATALUCCI,20141029,13,NATALUCCI
4688,MS MESTER,20141029,6,MESTER
4689,RRPMR ENGLISH,20141029,1,ENGLISH
4690,MR TARULLO,20141029,12,TARULLO
4691,MR LOCKHART,20141029,8,LOCKHART
4692,MR PLOSSER,20141029,6,PLOSSER
4693,MR ENGEN,20141029,6,ENGEN
4694,MR KAMIN,20141029,15,KAMIN
4695,MS LIANG,20141029,5,LIANG
4696,MR ERCEG,20141029,2,ERCEG
4697,MR GRUBER,20141029,1,GRUBER
4698,MS GEORGE,20141029,4,GEORGE
4699,MS BRAINARD,20141029,3,BRAINARD
4700,MR LUECKE,20141029,1,LUECKE
4701,MR TETLOW,20141029,3,TETLOW
4702,CHAIR YELLEN,20141217,69,YELLEN
4703,MR FISCHER,20141217,15,FISCHER
4704,MR POTTER,20141217,35,POTTER
4705,MR FISHER,20141217,28,FISHER
4706,MR KOCHERLAKOTA,20141217,18,KOCHERLAKOTA
4707,MR BULLARD,20141217,17,BULLARD
4708,MR EVANS,20141217,16,EVANS
4709,MR ENGLISH,20141217,13,ENGLISH
4710,MS LOGAN,20141217,4,LOGAN
4711,MS MESTER,20141217,7,MESTER
4712,MR TARULLO,20141217,8,TARULLO
4713,SEPCHAIR YELLEN,20141217,1,YELLEN
4714,MR STEVENS,20141217,3,STEVENS
4715,MR ERCEG,20141217,10,ERCEG
4716,MS KLEE,20141217,1,KLEE
4717,VICE CHAIRMAN DUDLEY,20141217,12,DUDLEY
4718,MR KAMIN,20141217,6,KAMIN
4719,GDPMR BULLARD,20141217,1,BULLARD
4720,MR LOCKHART,20141217,3,LOCKHART
4721,MR LACKER,20141217,4,LACKER
4722,MR ROSENGREN,20141217,3,ROSENGREN
4723,MR WILLIAMS,20141217,4,WILLIAMS
4724,MR PLOSSER,20141217,2,PLOSSER
4725,MS GEORGE,20141217,2,GEORGE
4726,MR POWELL,20141217,2,POWELL
4727,MS BRAINARD,20141217,2,BRAINARD
4728,MR WILCOX,20141217,4,WILCOX
4729,MR LUECKE,20141217,1,LUECKE
4730,CHAIR YELLEN,20150128,209,YELLEN
4731,MR PLOSSER,20150128,17,PLOSSER
4732,MR FISHER,20150128,37,FISHER
4733,MR FISCHER,20150128,44,FISCHER
4734,MR TARULLO,20150128,30,TARULLO
4735,MR POWELL,20150128,13,POWELL
4736,MR LUECKE,20150128,4,LUECKE
4737,VICE CHAIRMAN DUDLEY,20150128,36,DUDLEY
4738,MR POTTER,20150128,54,POTTER
4739,MR LACKER,20150128,75,LACKER
4740,MR KOCHERLAKOTA,20150128,38,KOCHERLAKOTA
4741,MR BULLARD,20150128,21,BULLARD
4742,MR ENGLISH,20150128,8,ENGLISH
4743,SEPMR ENGLISH,20150128,1,ENGLISH
4744,MS MESTER,20150128,8,MESTER
4745,MR EVANS,20150128,26,EVANS
4746,MR WILLIAMS,20150128,19,WILLIAMS
4747,MS BRAINARD,20150128,12,BRAINARD
